date,open,high,low,close,volume
9/13/2023,445.9617,459.2605,444.9918,454.8109,39090278
9/14/2023,459.4605,459.8304,451.2712,455.7708,35714579
9/15/2023,453.3711,455.9508,438.0424,438.9623,50487686
9/18/2023,427.4433,442.382,419.9639,439.6222,48530242
9/19/2023,438.2924,439.6222,429.9831,435.1626,36825242
9/20/2023,435.9626,438.9923,422.1937,422.3537,35936198
9/21/2023,415.7943,420.9638,409.7648,410.1348,44608933
9/22/2023,415.6843,421.1138,412.2746,416.0643,47077432
9/25/2023,415.8743,425.3235,411.7346,422.1837,41250036
9/26/2023,419.9739,428.1632,416.5142,419.074,40020748
9/27/2023,423.2636,428.6832,416.2543,424.6435,44378733
9/28/2023,424.5635,434.4258,421.1138,430.853,41987189
9/29/2023,438.2324,441.4021,433.0322,434.9526,39715427
10/2/2023,440.2622,451.7112,438.5723,447.7815,42848722
10/3/2023,448.0415,451.2612,432.4229,435.1326,46833817
10/4/2023,437.3824,441.3921,432.8829,440.3722,36025370
10/5/2023,440.4622,448.9614,438.8423,446.8416,39207545
10/6/2023,441.892,457.8507,440.2222,457.5807,42996763
10/9/2023,448.3815,456.0108,443.6419,452.6911,40799677
10/10/2023,453.0611,462.5503,450.8413,457.9407,35956194
10/11/2023,461.9203,468.5498,460.4604,468.0198,37473008
10/12/2023,467.7298,476.0491,463.2602,469.4097,47975409
10/13/2023,469.5597,471.1195,452.7611,454.571,47303677
10/16/2023,450.5913,462.2103,449.0814,460.9104,37104471
10/17/2023,439.9622,447.5016,424.7635,439.3423,80761841
10/18/2023,425.8734,432.1529,418.2141,421.9238,62308845
10/19/2023,428.0732,432.9328,418.784,420.9738,48966324
10/20/2023,418.864,424.6635,410.7447,413.8345,47081395
10/23/2023,412.2546,432.4428,409.4148,429.7131,47293692
10/24/2023,430.733,436.9325,426.8733,436.5925,38367421
10/25/2023,433.9427,436.4625,415.5143,417.7541,38475031
10/26/2023,418.4941,422.5192,398.7676,403.2254,53154458
10/27/2023,411.2647,412.0246,400.1156,404.9652,41190065
10/30/2023,410.8347,422.7837,404.7752,411.5746,38323696
10/31/2023,404.4653,408.7549,392.2664,407.765,51377181
11/1/2023,408.8049,423.7736,408.6549,423.2136,43256192
11/2/2023,433.2428,438.8023,428.9032,435.0226,39962580
11/3/2023,440.1622,453.051,437.1924,450.0113,41655235
11/6/2023,452.8061,459.3105,448.9514,457.4707,40008500
11/7/2023,457.1507,462.1403,451.5362,459.5105,34140066
11/8/2023,460.9604,468.6297,459.6405,465.7,34437948
11/9/2023,474.6292,482.2586,467.4598,469.4597,53395509
11/10/2023,474.9592,484.6784,472.7895,483.3085,41329926
11/13/2023,483.1585,491.1178,480.9488,486.1582,38242046
11/14/2023,496.7573,498.2972,490.358,496.5173,41344869
11/15/2023,499.3071,499.5571,481.9586,488.838,47123985
11/16/2023,486.7482,495.2044,483.2585,494.7575,33802768
11/17/2023,495.1975,497.1273,490.0279,492.9377,31978728
11/20/2023,493.0776,505.4366,491.7679,504.0467,40900781
11/21/2023,501.2169,505.1266,492.1777,499.3971,50122740
11/22/2023,498.4772,503.3062,476.859,487.1182,90064233
11/24/2023,484.6585,489.168,477.409,477.719,29367363
11/27/2023,477.9589,485.2583,476.4791,482.3786,39386873
11/28/2023,482.3186,483.1875,474.6892,478.1689,38948716
11/29/2023,483.7484,487.5781,478.5589,481.3587,36043867
11/30/2023,480.1988,481.0587,464.1801,467.6598,52042111
12/1/2023,465.21,471.9595,461.8303,467.6098,35821539
12/4/2023,460.7304,460.7304,450.0613,455.0609,42881449
12/5/2023,454.66,466,452.71,465.66,36218878
12/6/2023,472.145,473.87,454.12,455.03,36691046
12/7/2023,457,466.29,456.04,465.96,34168490
12/8/2023,465.95,477.4085,465.5,475.06,35133342
12/11/2023,474.91,475.31,458.3,466.27,50107557
12/12/2023,460.46,476.66,460.46,476.57,36994942
12/13/2023,476.29,485.94,476.08,480.88,43606752
12/14/2023,483.9,486.7,474.22,483.5,38160558
12/15/2023,481.94,494.04,481.2,488.9,47924969
12/18/2023,494,504.3299,491.5,500.77,40888812
12/19/2023,494.24,497,488.95,496.04,46313248
12/20/2023,496.55,499.99,480.98,481.11,39395411
12/21/2023,488.11,490.95,484.19,489.9,29915086
12/22/2023,491.95,493.83,484.67,488.3,25150214
12/26/2023,489.68,496,489.6,492.79,23179947
