date,open,high,low,close,volume
7/14/2023,189.7293,190.6767,189.1308,190.1881,41519265
7/17/2023,191.3949,193.8085,191.3051,193.4794,49842865
7/18/2023,192.8411,193.8185,191.9085,193.2201,48187148
7/19/2023,192.5917,197.7082,192.1429,194.5864,77218986
7/20/2023,194.5765,195.9528,191.9883,192.6216,59055824
7/21/2023,193.5891,194.4568,190.7266,191.4348,63947142
7/24/2023,192.9009,194.3969,191.7439,192.2426,44861236
7/25/2023,192.8211,193.9282,192.4072,193.1103,36356266
7/26/2023,193.1602,195.125,192.8111,193.988,45928452
7/27/2023,195.504,196.6809,192.0432,192.7114,46914165
7/28/2023,194.1576,196.1084,193.629,195.3145,47037076
7/31/2023,195.5439,195.9728,194.746,195.9329,38586803
8/1/2023,195.7185,196.2122,194.766,195.0901,34727848
8/2/2023,194.5266,194.6662,191.3457,192.0731,48895815
8/3/2023,191.0657,191.8636,190.1881,190.6668,52410140
8/4/2023,185.0317,186.8868,181.4411,181.511,114896210
8/7/2023,181.6506,182.648,176.8832,178.3792,96954226
8/8/2023,179.217,179.7955,177.1126,179.3267,67602743
8/9/2023,180.3939,180.4537,176.5441,177.721,57796758
8/10/2023,179.0076,180.2742,177.1325,177.5015,52636167
8/11/2023,177.092,178.3903,176.323,177.5614,51913070
8/14/2023,177.7411,179.4589,177.077,179.2292,43470268
8/15/2023,178.65,179.2492,176.8223,177.2218,43372391
8/16/2023,176.9022,178.3104,176.273,176.3429,45598746
8/17/2023,176.9122,177.2771,173.2569,173.7763,61241625
8/18/2023,172.0784,174.8748,171.7389,174.2656,57974528
8/21/2023,174.8449,175.9035,173.5116,175.6139,44990232
8/22/2023,176.8323,177.4515,176.0234,177.0021,41383686
8/23/2023,178.2904,181.3165,178.0957,180.8871,51467409
8/24/2023,180.4417,180.8711,175.7837,176.1532,53224762
8/25/2023,177.1519,178.9196,175.5939,178.3803,49261435
8/28/2023,179.8584,180.3578,178.3154,179.9583,42720722
8/29/2023,179.4639,184.6622,179.2692,183.8832,52363480
8/30/2023,184.7022,187.6084,184.5024,187.4087,60585683
8/31/2023,187.5985,188.8768,187.2389,187.6284,60205084
9/1/2023,189.2413,189.6758,188.0379,189.2164,45766503
9/5/2023,188.0379,189.7357,187.3688,189.4561,44733122
9/6/2023,188.1577,188.6072,181.2366,182.6748,81162126
9/7/2023,174.9547,177.9808,173.3168,177.3317,112197428
9/8/2023,178.1207,180.0072,177.5614,177.9509,65265836
9/11/2023,179.8384,180.0682,177.112,179.1294,58332032
9/12/2023,179.2592,179.8984,174.5952,176.0733,89819406
9/13/2023,176.283,177.072,173.7563,173.986,83448143
9/14/2023,173.7763,175.8736,173.3568,175.514,59632609
9/15/2023,176.2531,176.268,173.5965,174.785,106446367
9/18/2023,176.2531,179.1493,175.9435,177.7411,65111659
9/19/2023,177.2917,179.399,176.9022,178.8397,50487694
9/20/2023,179.0295,179.4639,175.1745,175.2643,55703295
9/21/2023,174.3255,176.0733,173.6364,173.7063,63074590
9/22/2023,174.4454,176.8513,173.8262,174.5652,56410389
9/25/2023,173.976,176.7424,173.9261,175.8536,45986485
9/26/2023,174.5952,174.9747,171.4393,171.7389,64233121
9/27/2023,172.398,172.8175,168.8326,170.2108,66863167
9/28/2023,169.1222,171.8088,167.4045,170.4705,56139626
9/29/2023,171.7988,172.8474,170.122,170.9898,51623525
10/2/2023,170.9998,174.0759,170.7102,173.5266,51959756
10/3/2023,172.0335,173.4067,170.6003,172.1783,49040378
10/4/2023,170.87,173.986,170.7502,173.4367,52738576
10/5/2023,173.5665,175.2244,172.458,174.6851,48378836
10/6/2023,173.5765,177.7611,172.9573,177.2618,57089775
10/9/2023,176.5826,178.8198,175.5739,178.7598,42260804
10/10/2023,177.871,179.4889,177.7212,178.1606,43602886
10/11/2023,177.9709,179.6187,177.3716,179.5688,47037628
10/12/2023,179.8384,182.1055,178.8098,180.4776,56546076
10/13/2023,181.1867,181.6961,177.9109,178.62,51080321
10/16/2023,176.5227,178.8447,176.283,178.4902,52170957
10/17/2023,176.4179,178.1906,174.5752,176.9222,57417681
10/18/2023,175.3542,177.3467,174.8848,175.6139,54488404
10/19/2023,175.8136,177.6113,174.9647,175.2344,57623744
10/20/2023,175.0846,175.1944,172.418,172.6577,63071326
10/23/2023,170.6902,173.7862,169.7115,172.7775,55238499
10/24/2023,172.8275,173.4467,171.2295,173.217,43579252
10/25/2023,171.659,172.8375,170.4306,170.88,56547398
10/26/2023,170.1509,171.1571,165.457,166.6754,69284597
10/27/2023,166.6954,168.7427,166.6155,168.0037,58295508
10/30/2023,168.8027,170.9499,168.6529,170.071,50469710
10/31/2023,169.1322,170.6802,167.6841,170.5504,44528033
11/1/2023,170.7801,174.006,169.9012,173.7463,56202662
11/2/2023,175.2943,177.5514,175.2344,177.3417,66757484
11/3/2023,174.0159,176.5926,173.1271,176.4228,79019981
11/6/2023,176.1532,179.1993,175.9834,178.9995,63809232
11/7/2023,178.9496,182.2054,178.7399,181.5862,69710698
11/8/2023,182.1155,183.2141,181.3565,182.6548,49175704
11/9/2023,182.7247,183.8832,181.5762,182.1754,52447104
11/10/2023,183.97,186.565,183.53,186.4,66073589
11/13/2023,185.82,186.03,184.21,184.8,41970511
11/14/2023,187.7,188.11,186.3,187.44,59705389
11/15/2023,187.845,189.5,187.78,188.01,53226711
11/16/2023,189.57,190.96,188.65,189.71,54245406
11/17/2023,190.25,190.38,188.57,189.69,50931623
11/20/2023,189.89,191.905,189.88,191.45,46238313
11/21/2023,191.41,191.52,189.74,190.64,37918970
11/22/2023,191.49,192.93,190.825,191.31,39269515
11/24/2023,190.87,190.9,189.25,189.97,24042745
11/27/2023,189.92,190.67,188.9,189.79,40396466
11/28/2023,189.78,191.08,189.4,190.4,37787024
11/29/2023,190.9,192.09,188.97,189.37,37939466
11/30/2023,189.84,190.32,188.19,189.95,47386990
12/1/2023,190.33,191.56,189.23,191.24,41341666
12/4/2023,189.98,190.05,187.4511,189.43,43074734
12/5/2023,190.21,194.4,190.18,193.42,65346956
12/6/2023,194.45,194.76,192.11,192.32,40895115
12/7/2023,193.63,195,193.59,194.27,47338824
12/8/2023,194.2,195.99,193.67,195.71,52364789
12/11/2023,193.11,193.49,191.42,193.18,60777522
12/12/2023,193.08,194.72,191.721,194.71,51288473
12/13/2023,195.09,198,194.85,197.96,67759874
12/14/2023,198.02,199.62,196.16,198.11,65964117
12/15/2023,197.53,198.3999,197,197.57,115071309
12/18/2023,196.09,196.63,194.39,195.89,54182148
12/19/2023,196.16,196.95,195.89,196.94,40252787
12/20/2023,196.9,197.68,194.83,194.83,50130263
12/21/2023,196.1,197.08,193.5,194.68,44113595
12/22/2023,195.18,195.41,192.97,193.6,36963299
12/26/2023,193.61,193.89,192.83,193.05,28660703
